Key	Type	Desc	Chinese (Simplified)	English	French	German	Spanish	Portuguese (Brazil)	Russian	Italian	Japanese	Korean	Chinese (Traditional)	Indonesian											
Obj/TaskComplete/Text6706	base	0	鸡毛掸子可以处理物品上的浮灰。	You can use this to remove dust from items.	Vous pouvez l'utiliser pour enlever la poussière des objets.	"Sie können dies verwenden, um Staub von Gegenständen zu entfernen."	Puede usar esto para quitar el polvo de los artículos.	Puede usar esto para quitar el polvo de los artículos.	Вы можете использовать это для удаления пыли с предметов.	Puoi usarlo per rimuovere la polvere dagli oggetti.	これを使用して、アイテムからほこりを取り除くことができます。	이것을 사용하여 물건의 먼지를 제거할 수 있습니다.	雞毛撣子可以處理物品上的浮灰。	Kemoceng dapat menangani debu yang beterbangan pada barang-barang.											
Obj/TaskComplete/Text6707	base	0	我喜欢晚上窝在沙发里看电影。	Sitting on the couch watching a movie at night.	Assis sur le canapé à regarder un film le soir.	Nachts auf der Couch sitzen und einen Film schauen.	Sentado en el sofá viendo una película por la noche.	Sentado no sofá assistindo a um filme à noite.	Вечером сижу на диване и смотрю фильм.	Seduto sul divano a guardare un film di notte.	夜、ソファに座って映画を観る。	밤에 소파에 앉아 영화를 봅니다.	我喜歡晚上窩在沙發里看電影。	Saya suka meringkuk di sofa dan menonton film di malam hari.											
Obj/TaskComplete/Text6801	base	0	红色郁金香表达着热烈的爱意。	Red tulips represent passionate love.	Les tulipes rouges représentent l'amour passionné.	Rote Tulpen stehen für leidenschaftliche Liebe.	Los tulipanes rojos representan el amor apasionado.	As tulipas vermelhas representam o amor apaixonado.	Красные тюльпаны символизируют страстную любовь.	I tulipani rossi rappresentano l'amore appassionato.	赤いチューリップは情熱的な愛を表しています。	빨간 튤립은 열정적인 사랑을 나타냅니다.	紅色鬱金香表達著熱烈的愛意。	Tulip merah mengekspresikan cinta yang penuh gairah.											
Obj/TaskComplete/Text6802	base	0	棒棒糖可是小孩子们最喜欢的零食之一。	Lollipops are one of children's favorite snacks.	Les sucettes font partie des collations préférées des enfants.	Lutscher gehören zu den Lieblingssnacks von Kindern.	Las piruletas son una de las meriendas favoritas de los niños.	Pirulitos são um dos petiscos favoritos das crianças.	Леденцы – одно из любимых лакомств детей.	I lecca-lecca sono uno degli snack preferiti dai bambini.	ロリポップは、子供たちのお気に入りのおやつの 1 つです。	롤리팝은 아이들이 가장 좋아하는 간식 중 하나입니다.	棒棒糖可是小孩子們最喜歡的零食之一。	Lolipop adalah salah satu makanan ringan favorit anak-anak.											
Obj/TaskComplete/Text6803	base	0	精致的美食让人忍不住想拍照。	"What a great meal, I really want to take a photo."	"Quel bon repas, j'ai vraiment envie de prendre une photo."	"Was für ein tolles Essen, ich möchte wirklich ein Foto machen."	"Qué gran comida, tengo muchas ganas de tomar una foto."	"Que ótima refeição, eu realmente quero tirar uma foto."	"Какая замечательная еда, очень хочется сфотографировать."	"Che ottimo pasto, voglio davvero fare una foto."	美味しそうで、写真を撮りたくなりました。	정말 맛있게 먹었네요 사진도 찍고 싶네요.	精緻的美食讓人忍不住想拍照。	Makanannya yang lezat membuat orang ingin berfoto.											
Obj/TaskComplete/Text6804	base	0	上好的木材可以制作成工艺品。	Good wood can be turned into art.	Le bon bois peut être transformé en art.	Aus gutem Holz kann Kunst werden.	La buena madera se puede convertir en arte.	Boa madeira pode ser transformada em arte.	Хорошее дерево можно превратить в искусство.	Il buon legno può essere trasformato in arte.	良い木材はアートに変えることができます。	좋은 나무는 예술이 될 수 있습니다.	上好的木材可以製作成工藝品。	Kayu yang bagus bisa dibuat menjadi kerajinan tangan.											
Obj/TaskComplete/Text6805	base	0	我讨厌污渍！	I hate stains!	Je déteste les taches !	Ich hasse Flecken!	¡Odio las manchas!	Eu odeio manchas!	Я ненавижу пятна!	odio le macchie!	シワが嫌い！	나는 얼룩이 싫어!	我討厭污漬！	Aku benci noda!											
Obj/TaskComplete/Text6806	base	0	美丽的花能让一天的心情都愉悦。	Beautiful flowers can brighten the mood of the day.	De belles fleurs peuvent égayer l'ambiance de la journée.	Schöne Blumen können die Stimmung des Tages aufhellen.	Hermosas flores pueden alegrar el estado de ánimo del día.	Flores bonitas podem iluminar o clima do dia.	Красивые цветы могут поднять настроение дня.	Bellissimi fiori possono illuminare l'atmosfera della giornata.	美しい花はその日の気分を明るくしてくれます。	아름다운 꽃은 그날의 기분을 밝게 할 수 있습니다.	美麗的花能讓一天的心情都愉悅。	Bunga yang indah dapat mencerahkan suasana hari itu.											
Obj/TaskComplete/Text6807	base	0	工作完的我只想在沙发上好好休息一会。	"I'm so tired, I want to sit on the sofa and rest for a while."	Je suis tellement fatiguée que j'ai envie de m'asseoir sur le canapé et de me reposer un moment.	"Ich bin so müde, ich möchte auf dem Sofa sitzen und mich eine Weile ausruhen."	Estoy tan cansada que quiero sentarme en el sofá y descansar un rato.	Estou tão cansada que quero sentar no sofá e descansar um pouco.	"Я так устал, я хочу сесть на диван и немного отдохнуть."	"Sono così stanco, voglio sedermi sul divano e riposarmi un po'."	疲れたので、ソファに座って少し休みたいです。	너무 피곤해서 소파에 앉아서 잠시 쉬고 싶어요.	工作完的我只想在沙發上好好休息一會。	"Setelah bekerja, saya hanya ingin beristirahat di sofa sebentar."											
Obj/TaskComplete/Text6901	base	0	简约风格的家具很适合我。	I like simple furniture.	J'aime les meubles simples.	Ich mag schlichte Möbel.	Me gustan los muebles sencillos.	Me gustan los muebles sencillos.	Я люблю простую мебель.	Mi piacciono i mobili semplici.	シンプルな家具が好き。	나는 심플한 가구를 좋아한다.	簡約風格的家具很適合我。	Furnitur minimalis sangat cocok untuk saya.											
Obj/TaskComplete/Text6902	base	0	喜欢风味咖啡的就一定不能错过曲奇拿铁。	Come try this cookie latte.	Venez essayer ce cookie latte.	Komm und probiere diesen Cookie Latte.	Ven a probar este café con leche con galletas.	Venha experimentar este biscoito com leite.	Приходите попробовать это печенье латте.	Vieni a provare questo biscotto al latte.	是非、このクッキーラテをお試しください。	이 쿠키 라떼를 맛보러 오세요.	喜歡風味咖啡的就一定不能錯過曲奇拿鐵。	"Jika Anda menyukai kopi beraroma, Anda tidak boleh melewatkan cookie latte."											
Obj/TaskComplete/Text6903	base	0	这种造型的糖果获得爱猫人士的一致好评。	These candies are a favorite of cat owners.	Ces bonbons sont les préférés des propriétaires de chats.	Diese Bonbons sind bei Katzenbesitzern beliebt.	Estos dulces son los favoritos de los dueños de gatos.	Estes doces são os favoritos dos donos de gatos.	Эти конфеты являются фаворитом владельцев кошек.	Queste caramelle sono le preferite dai proprietari di gatti.	これらのキャンディーは、猫の飼い主のお気に入りです。	이 사탕은 고양이 주인이 가장 좋아하는 것입니다.	這種造型的糖果獲得愛貓人士的一致好評。	Gaya permen ini mendapat pujian bulat dari pecinta kucing.											
Obj/TaskComplete/Text6904	base	0	不知道是不是和电流有关，落地灯忽明忽亮。	The floor lamp in the room was broken.	Le lampadaire de la chambre était cassé.	Die Stehlampe im Zimmer war kaputt.	La lámpara de pie de la habitación estaba rota.	A luminária de chão do quarto estava quebrada.	Торшер в комнате был сломан.	La lampada da terra in camera era rotta.	部屋のフロアランプが壊れていた。	방의 플로어 램프가 고장났습니다.	不知道是不是和電流有關，落地燈忽明忽亮。	"Saya tidak tahu apakah itu ada hubungannya dengan arus, tetapi lampu lantai berkedip-kedip."											
Obj/TaskComplete/Text6905	base	0	今天是修理工的一天。	Today is repairman's day.	Aujourd'hui c'est la journée du réparateur.	Heute ist Handwerkertag.	Hoy es el día del reparador.	Hoje é dia do reparador.	Сегодня день ремонтника.	Oggi è il giorno del riparatore.	今日は修理屋の日。	오늘은 수리공의 날입니다.	今天是修理工的一天。	Hari ini adalah hari tukang reparasi.											
Obj/TaskComplete/Text6906	base	0	吸尘器简直是懒人福音。	A vacuum cleaner is a good helper for housewives.	Un aspirateur est une bonne aide pour les femmes au foyer.	Ein Staubsauger ist ein guter Helfer für Hausfrauen.	Una aspiradora es una buena ayuda para las amas de casa.	Um aspirador de pó é um bom ajudante para donas de casa.	Пылесос – хороший помощник для домохозяек.	Un aspirapolvere è un buon aiuto per le casalinghe.	掃除機は主婦にとって良いヘルパーです。	진공 청소기는 주부에게 좋은 도우미입니다.	吸塵器簡直是懶人福音。	Penyedot debu adalah anugerah bagi orang malas.											
Obj/TaskComplete/Text6907	base	0	在沙发旁放一盆郁金香吧。	Put a pot of tulips next to the sofa.	Mettez un pot de tulipes à côté du canapé.	Stellen Sie einen Topf mit Tulpen neben das Sofa.	Pon una maceta de tulipanes al lado del sofá.	Coloque um pote de tulipas ao lado do sofá.	Поставьте горшок с тюльпанами рядом с диваном.	Metti un vaso di tulipani vicino al divano.	ソファの横にチューリップの鉢を置きます。	소파 옆에 튤립 화분을 놓으십시오.	在沙發旁放一盆鬱金香吧。	Letakkan pot tulip di samping sofa.											
Obj/TaskComplete/Text7001	base	0	长椅旁的羽扇豆开得极好。	The flowers next to the benches are beautiful.	Les fleurs à côté des bancs sont magnifiques.	Die Blumen neben den Bänken sind wunderschön.	Las flores al lado de los bancos son preciosas.	As flores ao lado dos bancos são lindas.	Цветы рядом со скамейками прекрасны.	Bellissimi i fiori vicino alle panchine.	ベンチの横の花がきれいです。	벤치 옆에 꽃이 아름답습니다.	長椅旁的羽扇豆開得極好。	Lupin di dekat bangku bermekaran dengan indah.											
Obj/TaskComplete/Text7002	base	0	一盆生机盎然的花总能唤起好心情。	A pot of blooming flowers always evokes a good mood.	Un pot de fleurs épanouies évoque toujours la bonne humeur.	Ein Topf voller blühender Blumen macht immer gute Laune.	Una maceta con flores florecientes siempre evoca buen humor.	Um vaso de flores desabrochando sempre evoca um bom humor.	Горшок с цветущими цветами всегда вызывает хорошее настроение.	Un vaso di fiori che sbocciano evoca sempre il buon umore.	咲く花のポットは、常に良い気分を呼び起こします。	꽃이 만발한 화분은 언제나 기분을 좋게 합니다.	一盆生機盎然的花總能喚起好心情。	Pot bunga yang semarak selalu bisa membangkitkan suasana hati yang baik.											
Obj/TaskComplete/Text7003	base	0	咖啡和糖，甜蜜搭配。	"Coffee and sugar, sweet pairing."	"Café et sucre, accord sucré."	"Kaffee und Zucker, süße Paarung."	"Café y azúcar, maridaje dulce."	"Café e açúcar, harmonização doce."	"Кофе и сахар, сладкое сочетание."	"Caffè e zucchero, dolce abbinamento."	コーヒーと砂糖、甘いペアリング。	"커피와 설탕, 달콤한 페어링."	咖啡和糖，甜蜜搭配。	"Kopi dan gula, perpaduan yang manis."											
Obj/TaskComplete/Text7004	base	0	植物也要“喝水”。	Plants need a lot of water for irrigation.	Les plantes ont besoin de beaucoup d'eau pour l'irrigation.	Pflanzen brauchen viel Wasser zur Bewässerung.	Las plantas necesitan mucha agua para el riego.	Растениям нужно много воды для полива.	Растениям нужно много воды для полива.	Le piante hanno bisogno di molta acqua per l'irrigazione.	植物は灌漑のために大量の水を必要とします。	식물은 관개를 위해 많은 물이 필요합니다.	植物也要“喝水”。	"Tanaman juga ""minum""."											
Obj/TaskComplete/Text7005	base	0	提拉米苏香醇美味，这正好与卡布奇诺相配。	Tiramisu can be used with cappuccino.	Le tiramisu peut être utilisé avec un cappuccino.	Tiramisu kann mit Cappuccino verwendet werden.	El tiramisú se puede usar con capuchino.	Tiramisu pode ser usado com cappuccino.	Тирамису можно подавать с капучино.	Il tiramisù può essere utilizzato con il cappuccino.	ティラミスはカプチーノと一緒に使えます。	티라미수는 카푸치노와 함께 사용할 수 있습니다.	提拉米蘇香醇美味，這正好與卡布奇諾相配。	"Tiramisu lembut dan lezat, cocok dengan cappucino."											
Obj/TaskComplete/Text7006	base	0	壁画的螺丝松动了，最好重新加固一下。	"The frame's screws are loose, you can tighten it up."	"Les vis du cadre sont desserrées, vous pouvez les resserrer."	"Die Schrauben des Rahmens sind locker, Sie können ihn festziehen."	"Los tornillos del marco están sueltos, puedes apretarlos."	"Os parafusos do quadro estão soltos, você pode apertá-lo."	"Винты рамы ослаблены, вы можете подтянуть их."	"Le viti del telaio sono allentate, puoi serrarlo."	フレームのネジが緩んでいますが、締めることができます。	프레임의 나사가 느슨해지면 조이면 됩니다.	壁畫的螺絲鬆動了，最好重新加固一下。	"Baut di mural sudah kendor, lebih baik diperbaiki lagi."											
Obj/TaskComplete/Text7007	base	0	我喜欢清爽的蓝莓冰沙！	I love iced blueberry juice.	J'adore le jus de myrtille glacé.	Ich liebe eisgekühlten Blaubeersaft.	Me encanta el jugo de arándanos helado.	Eu amo suco de mirtilo gelado.	Я люблю черничный сок со льдом.	Adoro il succo di mirtillo ghiacciato.	私はアイスブルーベリージュースが大好きです。	저는 아이스 블루베리 주스를 좋아합니다.	我喜歡清爽的藍莓冰沙！	Saya suka smoothie blueberry yang menyegarkan!											
Obj/TaskComplete/Text7101	base	0	使用自动锯一定要小心！	Be careful when using the saw.	Soyez prudent lorsque vous utilisez la scie.	"Seien Sie vorsichtig, wenn Sie die Säge verwenden."	Tenga cuidado al usar la sierra.	Tenha cuidado ao usar a serra.	Будьте осторожны при использовании пилы.	Fare attenzione quando si utilizza la sega.	鋸を使用するときは注意してください。	톱을 사용할 때 주의하십시오.	使用自動鋸一定要小心！	Hati-hati dengan gergaji otomatis!											
Obj/TaskComplete/Text7102	base	0	落地灯的灯光颜色不宜过亮。	Please dim the floor lamps.	Veuillez tamiser les lampadaires.	Bitte dimmen Sie die Stehlampen.	"Por favor, atenúe las lámparas de pie."	"Por favor, apague as lâmpadas de chão."	"Пожалуйста, приглушите торшеры."	Si prega di abbassare le lampade da terra.	フロアランプを暗くしてください。	플로어 램프를 어둡게 해주세요.	落地燈的燈光顏色不宜過亮。	Warna terang lampu lantai sebaiknya tidak terlalu terang.											
Obj/TaskComplete/Text7103	base	0	郁金香有淡淡的香味，靠近些便能闻到。	Tulips have a faint scent that you can smell when you get closer.	Les tulipes ont une légère odeur que vous pouvez sentir lorsque vous vous en approchez.	"Tulpen haben einen schwachen Duft, den Sie riechen können, wenn Sie näher kommen."	Los tulipanes tienen un ligero aroma que puedes oler cuando te acercas.	As tulipas têm um cheiro fraco que você pode sentir quando se aproxima.	"Тюльпаны имеют слабый запах, который можно почувствовать, подойдя ближе."	I tulipani hanno un debole profumo che puoi sentire quando ti avvicini.	チューリップは、近づくとほのかな香りがします。	튤립은 가까이 다가가면 냄새를 맡을 수 있는 희미한 향기가 있습니다.	鬱金香有淡淡的香味，靠近些便能聞到。	"Tulip memiliki aroma yang samar, yang bisa tercium saat Anda mendekat."											
Obj/TaskComplete/Text7104	base	0	画框的加固就拜托你了。	Reinforcing the frame is up to you.	Renforcer le cadre dépend de vous.	Die Verstärkung des Rahmens liegt bei Ihnen.	Reforzar el marco depende de usted.	Reforzar el marco depende de usted.	Усиление каркаса зависит от вас.	Il rinforzo del telaio dipende da te.	フレームの補強はあなた次第です。	프레임을 강화하는 것은 당신에게 달려 있습니다.	畫框的加固就拜託你了。	Penguatan bingkai terserah Anda.											
Obj/TaskComplete/Text7105	base	0	聚会上的照片都是欢乐的记忆。	These photos are happy memories.	Ces photos sont de bons souvenirs.	Diese Fotos sind glückliche Erinnerungen.	Estas fotos son recuerdos felices.	Essas fotos são lembranças felizes.	Эти фотографии — счастливые воспоминания.	Queste foto sono ricordi felici.	これらの写真は楽しい思い出です。	행복한 추억이 되는 사진들입니다.	聚會上的照片都是歡樂的記憶。	Foto dari pesta adalah kenangan yang menggembirakan.											
Obj/TaskComplete/Text7106	base	0	美丽的花能让一天的心情都愉悦。	Beautiful flowers can brighten the mood of the day.	De belles fleurs peuvent égayer l'ambiance de la journée.	Schöne Blumen können die Stimmung des Tages aufhellen.	Hermosas flores pueden alegrar el estado de ánimo del día.	Flores bonitas podem iluminar o clima do dia.	Красивые цветы могут поднять настроение дня.	Bellissimi fiori possono illuminare l'atmosfera della giornata.	美しい花はその日の気分を明るくしてくれます。	아름다운 꽃은 그날의 기분을 밝게 할 수 있습니다.	美麗的花能讓一天的心情都愉悅。	Bunga yang indah dapat mencerahkan suasana hari itu.											
Obj/TaskComplete/Text7107	base	0	羽扇豆的花朵颜色鲜艳，其间以紫色最为常见。	"This flower comes in a variety of colors, with purple being the most common."	"Cette fleur est disponible dans une variété de couleurs, le violet étant le plus courant."	"Diese Blume kommt in einer Vielzahl von Farben vor, wobei Lila am häufigsten vorkommt."	"Esta flor vem em uma variedade de cores, sendo o roxo o mais comum."	"Esta flor vem em uma variedade de cores, sendo o roxo o mais comum."	"Этот цветок бывает разных цветов, наиболее распространенным является фиолетовый."	"Questo fiore è disponibile in una varietà di colori, di cui il viola è il più comune."	この花にはさまざまな色があり、紫が最も一般的です。	이 꽃은 다양한 색상이 있으며 보라색이 가장 일반적입니다.	羽扇豆的花朵顏色鮮豔，其間以紫色最為常見。	"Bunga lupin berwarna cerah, dengan warna ungu yang paling umum."											
Obj/TaskComplete/Text7201	base	0	喜欢风味咖啡的就一定不能错过曲奇拿铁。	Come try this cookie latte.	Venez essayer ce cookie latte.	Komm und probiere diesen Cookie Latte.	Ven a probar este café con leche con galletas.	Venha experimentar este biscoito com leite.	Приходите попробовать это печенье латте.	Vieni a provare questo biscotto al latte.	是非、このクッキーラテをお試しください。	이 쿠키 라떼를 맛보러 오세요.	喜歡風味咖啡的就一定不能錯過曲奇拿鐵。	"Jika Anda menyukai kopi beraroma, Anda tidak boleh melewatkan cookie latte."											
Obj/TaskComplete/Text7202	base	0	曲奇酱和咖啡居然也能搭配。	Cookie jam can also be paired with coffee.	La confiture de biscuits peut également être associée à du café.	Cookie Marmelade kann auch mit Kaffee kombiniert werden.	La mermelada de galleta también se puede combinar con café.	Doce de biscoito também pode ser combinado com café.	Варенье из печенья также можно сочетать с кофе.	La marmellata di biscotti può essere abbinata anche al caffè.	クッキージャムはコーヒーと合わせることもできます。	쿠키 잼은 또한 커피와 함께 할 수 있습니다.	曲奇醬和咖啡居然也能搭配。	Saus kue dan kopi juga cocok.											
Obj/TaskComplete/Text7203	base	0	衣服上的污渍让我想起了昨天的提拉米苏。	This looks like shavings of tiramisu.	Cela ressemble à des copeaux de tiramisu.	Das sieht aus wie Tiramisu-Späne.	Esto parece virutas de tiramisú.	Isso parece lascas de tiramisu.	Это похоже на стружку тирамису.	Sembrano trucioli di tiramisù.	ティラミスの削りカスみたい。	티라미수 부스러기처럼 보입니다.	衣服上的污漬讓我想起了昨天的提拉米蘇。	Noda di baju mengingatkanku pada tiramisu kemarin.											
Obj/TaskComplete/Text7204	base	0	谁知道工具箱放在哪里？	Where is the toolbox?	Où est la boîte à outils ?	Wo ist die Werkzeugkiste?	¿Dónde está la caja de herramientas?	Onde está a caixa de ferramentas?	Где ящик с инструментами?	Dov'è la cassetta degli attrezzi?	ツールボックスはどこですか？	도구 상자는 어디에 있습니까?	誰知道工具箱放在哪裡？	Adakah yang tahu di mana kotak alat itu disimpan?											
Obj/TaskComplete/Text7205	base	0	我喜欢旅游，喜欢把风景都留在照片里。	Let photos document the trip.	Laissez les photos documenter le voyage.	Lassen Sie Fotos die Reise dokumentieren.	Deje que las fotos documenten el viaje.	Deixe as fotos documentarem a viagem.	Пусть фотографии задокументируют поездку.	Lascia che le foto documentino il viaggio.	写真で旅行を記録しましょう。	사진으로 여행을 기록하세요.	我喜歡旅遊，喜歡把風景都留在照片裡。	"Saya suka bepergian, dan saya suka menyimpan semua pemandangan di foto."											
Obj/TaskComplete/Text7206	base	0	冰淇淋和咖啡搭配也能有意外之喜。	The combination of ice cream and coffee has a special taste.	La combinaison de la crème glacée et du café a un goût particulier.	Die Kombination aus Eis und Kaffee hat einen besonderen Geschmack.	La combinación de helado y café tiene un sabor especial.	A combinação de sorvete e café tem um sabor especial.	Сочетание мороженого и кофе имеет особый вкус.	La combinazione di gelato e caffè ha un gusto speciale.	アイスクリームとコーヒーの組み合わせは特別な味わいです。	아이스크림과 커피의 조합은 특별한 맛이 있습니다.	冰淇淋和咖啡搭配也能有意外之喜。	Perpaduan es krim dan kopi juga bisa jadi kejutan.											
Obj/TaskComplete/Text7207	base	0	在沙发上看我喜欢的小说是我周末的放松方式。	Reading is my weekend fun.	La lecture est mon plaisir du week-end.	Lesen ist mein Wochenendspaß.	La lectura es mi diversión de fin de semana.	Ler é minha diversão de fim de semana.	Чтение — мое развлечение на выходных.	La lettura è il mio weekend divertente.	読書は私の週末の楽しみです。	독서는 나의 주말 재미입니다.	在沙發上看我喜歡的小說是我周末的放鬆方式。	Membaca novel favorit saya di sofa adalah cara saya bersantai di akhir pekan.											
Obj/TaskComplete/Text7301	base	0	鸡毛掸子可以处理沙发上的浮灰。	You can use this to remove dust from items.	Vous pouvez l'utiliser pour enlever la poussière des objets.	"Sie können dies verwenden, um Staub von Gegenständen zu entfernen."	Puede usar esto para quitar el polvo de los artículos.	Puede usar esto para quitar el polvo de los artículos.	Вы можете использовать это для удаления пыли с предметов.	Puoi usarlo per rimuovere la polvere dagli oggetti.	これを使用して、アイテムからほこりを取り除くことができます。	이것을 사용하여 물건의 먼지를 제거할 수 있습니다.	雞毛撣子可以處理沙發上的浮灰。	Kemoceng dapat mengatasi debu yang beterbangan di sofa.											
Obj/TaskComplete/Text7302	base	0	我被割草机的声音吵醒了。。。	I was woken up by the sound of the lawn mower...	J'ai été réveillé par le bruit de la tondeuse à gazon...	Ich wurde vom Geräusch des Rasenmähers geweckt...	Me despertó el sonido de la cortadora de césped...	Acordei com o barulho do cortador de grama...	Я проснулся от звука газонокосилки...	Sono stato svegliato dal rumore del tosaerba...	芝刈り機の音で目が覚めた…	잔디깎는 소리에 잠에서 깼다...	我被割草機的聲音吵醒了。。。	Aku terbangun oleh suara mesin pemotong rumput...											
Obj/TaskComplete/Text7303	base	0	我讨厌污渍！	I hate stains!	Je déteste les taches !	Ich hasse Flecken!	¡Odio las manchas!	Eu odeio manchas!	Я ненавижу пятна!	odio le macchie!	シワが嫌い！	나는 얼룩이 싫어!	我討厭污漬！	Aku benci noda!											
Obj/TaskComplete/Text7304	base	0	画框的加固就拜托你了。	Reinforcing the frame is up to you.	Renforcer le cadre dépend de vous.	Die Verstärkung des Rahmens liegt bei Ihnen.	Reforzar el marco depende de usted.	Reforzar el marco depende de usted.	Усиление каркаса зависит от вас.	Il rinforzo del telaio dipende da te.	フレームの補強はあなた次第です。	프레임을 강화하는 것은 당신에게 달려 있습니다.	畫框的加固就拜託你了。	Penguatan bingkai terserah Anda.											
Obj/TaskComplete/Text7305	base	0	这是我父母年轻时的照片。	This is a photo of my parents when they were young.	C'est une photo de mes parents quand ils étaient jeunes.	"Dies ist ein Foto meiner Eltern, als sie jung waren."	Esta es una foto de mis padres cuando eran jóvenes.	Esta é uma foto dos meus pais quando eles eram jovens.	Это фото моих родителей в молодости.	Questa è una foto dei miei genitori quando erano piccoli.	これは私の両親が若い頃の写真です。	이것은 부모님이 어렸을 때 사진입니다.	這是我父母年輕時的照片。	Ini adalah foto orang tua saya ketika mereka masih kecil.											
Obj/TaskComplete/Text7306	base	0	沙发旁的郁金香长势喜人。	The tulips by the sofa are blooming.	Les tulipes près du canapé sont en fleurs.	Die Tulpen neben dem Sofa blühen.	Los tulipanes junto al sofá están floreciendo.	As tulipas ao lado do sofá estão florescendo.	Тюльпаны у дивана цветут.	I tulipani vicino al divano stanno sbocciando.	ソファのそばのチューリップが咲いています。	소파 옆에 튤립이 피고 있습니다.	沙發旁的鬱金香長勢喜人。	Tulip di samping sofa tumbuh subur.											
Obj/TaskComplete/Text7401	base	0	提拉米苏咖啡，很独特的味道。	"Tiramisu coffee, very unique taste."	"Café Tiramisu, goût très unique."	"Tiramisu-Kaffee, sehr einzigartiger Geschmack."	"Café tiramisú, sabor muy singular."	"Café tiramisu, sabor muito original."	"Кофе тирамису, очень неповторимый вкус."	"Caffè tiramisù, gusto davvero unico."	ティラミスコーヒー、とても独特な味わい。	"티라미수 커피, 매우 독특한 맛."	提拉米蘇咖啡，很獨特的味道。	"Kopi Tiramisu, rasanya sangat unik."											
Obj/TaskComplete/Text7402	base	0	草莓蛋糕！看起来就很可口！	Strawberry Cake! It looks delicious!	Gâteau aux fraises! Ça a l'air délicieux!	Erdbeerkuchen! Es sieht lecker aus!	¡Pastel de fresa! ¡Se ve deliciosa!	Bolo de morango! Parece delicioso!	Клубничный пирог! Это выглядит вкусно!	Torta di fragole! Sembra delizioso!	ストロベリーケーキ！それはおいしそう！	딸기 케이크! 맛있어 보인다!	草莓蛋糕！看起來就很可口！	Kue stroberi! Itu terlihat enak!											
Obj/TaskComplete/Text7403	base	0	自动打钉机真是一件好发明。	This is a really cool invention!	C'est une invention vraiment géniale !	Das ist eine wirklich coole Erfindung!	¡Este es un invento realmente genial!	Esta é uma invenção muito legal!	Это очень крутое изобретение!	Questa è un'invenzione davvero fantastica!	これは本当に素晴らしい発明です！	이것은 정말 멋진 발명품입니다!	自動打釘機真是一件好發明。	Pemaku otomatis adalah penemuan yang luar biasa.											
Obj/TaskComplete/Text7404	base	0	这盆郁金香需要修剪杂枝了。	This pot of tulips needs to be built.	Ce pot de tulipes est à construire.	Dieser Topf mit Tulpen muss gebaut werden.	Esta maceta de tulipanes necesita ser construida.	Este vaso de tulipas precisa ser construído.	Этот горшок с тюльпанами нужно построить.	Questo vaso di tulipani deve essere costruito.	このチューリップの鉢を作る必要があります。	이 튤립 화분을 만들어야 합니다.	這盆鬱金香需要修剪雜枝了。	Pot tulip ini perlu dipangkas.											
Obj/TaskComplete/Text7405	base	0	小雏菊也好向日葵也罢，各有各的美丽。	"Small daisies or sunflowers, each has its own beauty."	"Petites marguerites ou tournesols, chacun a sa propre beauté."	"Kleine Gänseblümchen oder Sonnenblumen, jedes hat seine eigene Schönheit."	"Pequeñas margaritas o girasoles, cada uno tiene su propia belleza."	"Pequenas margaridas ou girassóis, cada uma tem sua beleza."	"Маленькие ромашки или подсолнухи, у каждого своя красота."	"Piccole margherite o girasoli, ognuno ha la sua bellezza."	小さなヒナギクやヒマワリ、それぞれに独自の美しさがあります。	작은 데이지나 해바라기는 각각 고유한 아름다움을 가지고 있습니다.	小雛菊也好向日葵也罷，各有各的美麗。	"Apakah itu bunga aster kecil atau bunga matahari, masing-masing memiliki keindahannya sendiri."											
Obj/TaskComplete/Text7406	base	0	沙发旁的郁金香花瓶是我表妹挑选的。	This was given to me by my cousin.	Cela m'a été offert par mon cousin.	Das hat mir mein Cousin geschenkt.	Esto me lo regaló mi prima.	Este foi-me dado pelo meu primo.	Это дал мне мой двоюродный брат.	Mi è stato regalato da mio cugino.	これは従兄弟から譲ってもらいました。	이것은 내 사촌이 나에게 주었다.	沙發旁的鬱金香花瓶是我表妹挑選的。	Vas tulip di sebelah sofa dipilih oleh sepupu saya.											
Obj/TaskComplete/Text7501	base	0	曲奇酱和咖啡居然也能搭配。	Cookie jam can also be paired with coffee.	La confiture de biscuits peut également être associée à du café.	Cookie Marmelade kann auch mit Kaffee kombiniert werden.	La mermelada de galleta también se puede combinar con café.	Doce de biscoito também pode ser combinado com café.	Варенье из печенья также можно сочетать с кофе.	La marmellata di biscotti può essere abbinata anche al caffè.	クッキージャムはコーヒーと合わせることもできます。	쿠키 잼은 또한 커피와 함께 할 수 있습니다.	曲奇醬和咖啡居然也能搭配。	Saus kue dan kopi juga cocok.											
Obj/TaskComplete/Text7502	base	0	当你修剪花枝时你在想什么呢？	What are you thinking when you're pruning the foliage?	À quoi pensez-vous lorsque vous taillez le feuillage ?	"Woran denkst du, wenn du das Laub beschneidest?"	¿En qué estás pensando cuando estás podando el follaje?	¿En qué estás pensando cuando estás podando el follaje?	"О чем вы думаете, когда обрезаете листву?"	A cosa stai pensando quando poti il ​​fogliame?	葉を剪定するとき、あなたは何を考えていますか？	당신은 단풍을 가지 치기 할 때 무엇을 생각합니까?	當你修剪花枝時你在想什麼呢？	Apa yang Anda pikirkan saat memangkas cabang berbunga?											
